type,prompt,completion,url
CPAP Product Tips,Are CPAP machines loud?,"Generally, most modern CPAP machines are very quiet. However, may depend on the model of your machine.
One of the biggest concerns of most people (and their partners!) starting out on CPAP therapy is whether or not their device is going to be loud.
The answer to this question is that it depends on the model of machine you are using.
Thankfully, most modern CPAP machines are extremely quiet. This means you and your partner will be able to enjoy a quiet night’s sleep without the worry of a noisy machine.
The sound coming from a CPAP machine can be best described as ‘continuous and comfortable white noise.'
If you are hearing lots of noise from your CPAP machine, you may need to adjust your mask to minimise leak.",https://www.resmed.com.au/knowledge-hub/are-cpap-machines-loud
CPAP Product Tips,How do CPAP machines work?,"CPAP machines provide pressurised air in your throat via an air pump that is attached to a mask that covers your nose, nostrils or the mouth.
A sleep apnea machine provides pressurised air in your throat via an air pump that is attached to a mask that covers your nose or nostrils, or sometimes the mouth. The air pump and mask are linked by a tube that is attached to an airflow generating machine.
For someone diagnosed with sleep apnea, the machine acts as an air splint to keep the throat open, which is collapsing multiple times every hour during sleep causing them to choke or stop breathing.
.
 ",https://www.resmed.com.au/knowledge-hub/how-do-cpap-machines-work
CPAP Product Tips,Which ResMed CPAP machine is best for me?,"Speak with your Authorised dealer to find the right one for you.
The CPAP machine that is best for you will be dependent on a lot of factors: mask selection, functionality, ease of maintenance, portability, and automatic or manual pressure adjustment. There are many CPAP machines on the market today, so speak with your Authorised dealer to find the one that's right for you - or 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
browse our machine options on the ResMed Online Shop
.",https://www.resmed.com.au/knowledge-hub/which-resmed-cpap-machine-is-best-for-me
CPAP Product Tips,How do you use a CPAP machine?,"Find out how to use a CPAP machine with a CPAP mask.
A CPAP machine will have one of the following: a 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/cpap-full-face-masks/
full face mask
 that covers the nose and mouth; a 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/cpap-nasal-masks/
nasal mask
 that covers the nose only; or a 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/nasal-pillow-cpap-masks/
nasal pillow mask
 that fits into the nose. The mask delivers constant or variable pressurised air through your throat so your airway does not collapse when you breathe in.",https://www.resmed.com.au/knowledge-hub/how-do-you-use-a-cpap-machine
CPAP Product Tips,Does the Resmed AirFit P10 nasal pillow come with the tube or will it fit my existing tube that I have?,"It comes with a small tube.
The 
https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/
AirFit P10 nasal pillows mask
 comes with a small tube which will connect to your machine tubing.",https://www.resmed.com.au/knowledge-hub/does-the-resmed-airfit-p10-nasal-pillow-come-with-the-tube-or-will-it-fit-my-existing-tube-that-i-have
CPAP Product Tips,Which mask is appropriate for a full beard?,"There are a couple of mask options you could consider.
If you comfortably breathe through your nose at night, the 
https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/
AirFit P10 (nasal pillow)
 mask is a good option, as it sits underneath the nose and forms a seal inside the nostrils. Facial hair is unlikely to interfere with the use of this mask.
Another popular option for males with beards would be the 
https://shop.resmed.com.au/resmed-airtouch-f20-starter-kit-mask-system-and-2-foam-cushions/
AirTouch F20
. It is a full face mask which is a good option if you breathe through your mouth. The 
https://shop.resmed.com.au/resmed-airtouch-f20-starter-kit-mask-system-and-2-foam-cushions/
AirTouch F20
 has a memory foam cushion which stays in place more effectively than other full face masks that use silicon, thus making it appropriate for use by people with beards.
 
 ",https://www.resmed.com.au/knowledge-hub/which-mask-is-appropriate-for-a-full-beard
CPAP Product Tips,"What's the difference between the F30, F20, N20, N20 Classic and P10?","The core differences between the masks are the mask style and headgear.
The 
https://shop.resmed.com.au/resmed-airfit-f30-full-face-mask/
AirFit F30
 and 
https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/
AirFit F20
 are ResMed Full Face Masks while 
https://shop.resmed.com.au/resmed-airfit-n20-nasal-mask/
AirFit N20
 and 
https://shop.resmed.com.au/resmed-airfit-n20-classic/
AirFit N20 Classic
 are ResMed Nasal Masks and the 
https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/
AirFit P10
 is a ResMed Pillow Mask. The core differences between the mask is the mask style and headgear.
The main difference between the 
https://shop.resmed.com.au/resmed-airfit-f30-full-face-mask/
AirFit F30
 and 
https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/
AirFit F20
 is the fit. The F30 Mask is designed with nothing on top of your nose so there's no risk of red marks or discomfort on the bridge of your nose. The 
https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/
AirFit F20
 is designed to cover the mouth and nose.
As for the 
https://shop.resmed.com.au/resmed-airfit-n20-nasal-mask/
AirFit N20
 and 
https://shop.resmed.com.au/resmed-airfit-n20-classic/
AirFit N20 Classic
 mask, the difference is the fit. The N20 Classic Mask is designed with forehead support, while the N20 Mask is designed without the forehead support. It all depends on your personal preference.
The 
https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/
AirFit P10
 Pillow Mask is designed to fit the base of your nose, so that you can move freely while you sleep.
Full Face Masks which covers the mouth and nose are for mouth breathers and those with nasal obstruction. The Nasal Masks which cover the nose are designed to appeal to those who do not like the feeling of the air pressure directly into their nares but do not need a full face mask, or prefer the extra stability of a nasal mask over the nasal pillows style. The Nasal pillows masks rest at the entrance of your nostrils.
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
Browse our mask options on the online store.",https://www.resmed.com.au/knowledge-hub/whats-the-difference-between-the-f30-f20-n20-n20-classic-and-p10
CPAP Product Tips,What is the difference between fixed pressure and automatic CPAP machines?,"CPAP machines provide pressure to a person's airways to ensure they are unobstructed throughout the night.
A fixed pressure device will deliver one continuous pressure throughout the night, whereas an automatic device will detect the pressure required to keep the airways unobstructed, and adjust the pressure being delivered accordingly.
https://www.resmed.com.au/cpap
Read our detailed article on CPAP and the different types of devices here",https://www.resmed.com.au/knowledge-hub/what-is-the-difference-between-fixed-pressure-and-automatic-cpap-machines
CPAP Product Tips,Which CPAP mask is right for me?,"There is no one size fits all solution when it comes to CPAP masks for sleep apnea.
When deciding on the best CPAP mask for you, we will take into account your individual needs, sleep habits, and comfort levels. If you breathe through your nose it is recommended that you use a nasal mask or nasal pillow. If you breathe through your mouth, you can try a full-face mask.
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
Browse our mask options on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/c
CPAP Product Tips,Fitting your CPAP mask for the first time,"If it's the first time you’re fitting a CPAP mask, do so during the day.
You’ll need to re-adjust the straps of mask to make it fit properly. It's a good idea to wear the mask for an hour or two during the day so that you grow accustomed to it. 
Your mask should be fitted so that it is comfortable to wear in your usual sleeping position, with minimal air leakage. 
When fitting the mask initially:
Ensure that the straps are loose.
Hold the mask up to your nose and connect the headgear to the proper locations. It helps to do this in front of a mirror.
Make sure the mask is placed on your nose using any adjustment straps to adjust its location. 
Make sure the mask is snug but not overly tight. A common problem is over tightening so be sure the mask is just secure enough to sit on its own. The air from the CPAP will help to create a seal by inflating the mask cushion.
Last, turn on the CPAP machine to make sure there are no air leaks. 
Our YouTube page also includes fitting tutorials that you can 
https://www.youtube.com/channel/UCKrRrBoQLjAAuXYZC7ZB6zg
watch here
. ",https://www.resmed.com.au/knowledge-hub/fitting-your-cpap-mask-for-the-first-time
CPAP Product Tips,How do you adjust to wearing a CPAP mask?,"Wearing a CPAP mask can seem intimidating at first, however the key to adjusting to CPAP therapy is consistency.
By wearing your mask and using the CPAP device every night, you are more likely to adjust quickly.
One great way to acclimatise to therapy would be to use CPAP while reading or watching TV during the day or before bed.",https://www.resmed.com.au/knowledge-hub/how-do-you-adjust-to-wearing-a-cpap-mask
