category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews
Sleep Apnea,SKU:61034,ResMed Pixi™ Paediatric Mask Headgear,"Replacement Headgear for the Pixi Paediatric Mask.
The Pixi Paediatric mask features a child-friendly, special headgear design that sits away from your child's eyes and ears to reduce irritation and to help ease feelings of discomfort or claustrophobia. ",89,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Pixi™ Paediatric Mask Headgear,https://shop.resmed.com.au/resmed-pixi-paediatric-mask-headgear/,False,0,0
Sleep Apnea,SKU:61288,ResMed Mirage Quattro™ Mask Forehead Support,"Replacement Forehead Support for ResMed Quattro Mask series.
",19.9,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage Quattro™ Mask Forehead Support,https://shop.resmed.com.au/resmed-mirage-quattro-forehead-support/,False,5,1
Sleep Apnea,SKU:63889,ResMed AirFit™ 30i QuietAir™ Vent,"Replacement QuietAir diffuser vent for AirFit N30i* nasal cradle mask and AirFit P30i nasal pillows mask.* Applicable to AirFit N30i mask cushions with QuietAir vents.
AirFit N30i’s QuietAir venting technology is designed to gently disperse exhaled air for a less disruptive, quieter night’s sleep.",12.95,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ 30i QuietAir™ Vent,https://shop.resmed.com.au/resmed-airfit-30i-quietair-vent/,False,3.5,4
Sleep Apnea,SKU:14948,ResMed Standard Tubing Grey  (Cuffed - 2m),"Standard, 2 metre tubing with an inner diameter of 19 mm. Suitable for ResMed CPAP therapy machines (except AirMini).
ResMed standard tubing is a non-heated, 2 metre long, cuffed tube which can be used with ResMed CPAP devices (except ResMed AirMini).Please note: tube is non autoclavable.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",25,Home > Sleep Apnea > CPAP Accessories > Tubing > ResMed Standard Tubing Grey  (Cuffed - 2m),https://shop.resmed.com.au/resmed-standard-tubing-grey-cuffed-2m/,False,3.5,2
Sleep Apnea,SKU:37299,ResMed HumidAir™ Standard Tub for Air10™ & Lumis™,"Providing you with relief from dryness and congestion. Once you have filled it with water and connected it, you’re ready to go.
Designed to seamlessly integrate with your AirSense™ 10, AirCurve™ 10 or Lumis™ device and provide you with relief from dryness and congestion.Once you have filled the HumidAir tub with water and connected it, you’re ready to go. The humidity levels can be adjusted accordingly to your level of comfort.When used with the ClimateLineAir™ heated tube, it warms the air at a consistent, comfortable temperature that minimises condensation and rainout.We recommend replacing your Standard HumidAir tub every 6 months.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",85,Home > Bestsellers > ResMed HumidAir™ Standard Tub for Air10™ & Lumis™,https://shop.resmed.com.au/resmed-humidair-standard-tub-for-air10-lumis/,False,4.3,16
Sleep Apnea,SKU:37477,"ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ 90W Power Supply Unit","Replacement compact 90W CPAP power supply unit (PSU) for AirSense 10, AirCurve 10 and Lumis machines. Includes a right angle strain relief to reduce the space required for the PSU.Note: This PSU is not compatible with the current version of the ResMed Power Station II (RPSII) and is only for use in Australia & New Zealand. If you require a replacement PSU for your RPS II, please contact us.
Specifications:Compatible with the following ResMed devices:",74.95,"Home > Sleep Apnea > CPAP Accessories > Batteries and Power > ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ 90W Power Supply Unit",https://shop.resmed.com.au/resmed-airsense--10--aircurve--10-and-lumis--90w-power-supply-unit/,False,0,0
Sleep Apnea,SKU:61030,ResMed Pixi™ Paediatric Mask,"The ResMed Pixi paediatric mask, for ages 2 to 7yrs, is designed with the help of paediatric health experts with children and their families in mind. Comes complete with headgear, frame and cushion.
The ResMed Pixi paediatric mask is designed with the help of paediatric health experts with children and their families in mind. It consists of features that give you peace of mind while helping to provide a positive therapy experience for your child.Engineered for little faces A soft, single-wall, thin silicone cushion minimises pressure on your child’s face, without compromising seal.Quick-release latch This makes it easy to take the mask off, while retaining desired headgear settings.Two tubing positionsAir tubing can be moved to either side of the cushion depending on your child’s sleeping position.Pixi GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",225,Home > Sleep Apnea > CPAP Masks > Nasal Masks > ResMed Pixi™ Paediatric Mask,https://shop.resmed.com.au/resmed-pixi-paediatric-mask/,False,0,0
Sleep Apnea,SKU:62114,ResMed Mirage™ FX Mask Elbow,"Replacement Elbow Assembly for ResMed Mirage FX Mask.
The Mirage FX features a quick-release elbow that detaches from your device without the need to remove your mask, allowing you to freely move in and out of bed and easily reconnect to your device when you want. ",29,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage™ FX Mask Elbow,https://shop.resmed.com.au/mirage-fx-elbow/,False,4.5,4
Sleep Apnea,,ResMed Quattro™ FX Mask Cushion,"Replacement Cushion for ResMed Quattro FX Full Face Mask.
",79,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Quattro™ FX Mask Cushion,https://shop.resmed.com.au/resmed-quattro-fx-cushion/,False,4.5,2
Sleep Apnea,SKU:38812,ResMed HumidX™ Plus (3 Pack),"3 pack of HumidX Plus capsules for use with AirMini™ compatible AirFit™ nasal and nasal pillows mask systems. Each one provides waterless humidification when used with a ResMed AirMini CPAP machine.
HumidX are small heat and moisture exchangers (HME) designed to provide you with a comfortable experience at home or on holiday.HumidX Plus can be used in dry and high altitude environments where humidity is low. For instance, if you are traveling by plane, this would be the perfect solution.When you exhale, heat and moisture is stored within the HME's tiny paper ridges. When you inhale, this heat and moisture is released to humidify the air you breathe in.Each pack contains 3 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",35,Home > Sleep Apnea > CPAP Accessories > Humidifiers > ResMed HumidX™ Plus (3 Pack),https://shop.resmed.com.au/resmed-humidx-plus-3-pack/,False,4.8,4
Sleep Apnea,,ResMed Swift™ FX Mask Cushion,"Replacement Pillow for ResMed Swift FX Nasal Pillows Mask.
Move freely while you sleep - these replacement Swift FX pillows cushions are ultra-soft for a stable yet gentle fit and they attach to your device tubing with a flexible joint that doesn’t limit your movements. ",89,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Swift™ FX Mask Cushion,https://shop.resmed.com.au/resmed-swift-fx-pillow-cushions/,False,0,0
Sleep Apnea,,ResMed Mirage™ FX Mask Cushion,"Replacement mask cushions
The Mirage FX has been designed to deliver maximum comfort while you sleep. The dual-wall Spring Air cushion is very soft on your face giving you the ultimate therapy experience.Note: Mirage FX for Her uses the SMALL cushion ",89,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Mirage™ FX Mask Cushion,https://shop.resmed.com.au/mirage-fx-mask-cushion/,False,4.2,11
Sleep Apnea,,ResMed Quattro™ FX Mask Headgear,"Replacement Headgear for ResMed Quattro FX Full Face Mask.
The Quattro FX's headgear is simple to fit on with a set-it-and-forget-it feature that keeps your settings in place saving you the hassle of constant adjustment before starting your therapy every night. ",79,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Quattro™ FX Mask Headgear,https://shop.resmed.com.au/resmed-quattro-fx-mask-headgear/,False,4.8,5
Sleep Apnea,SKU:38809,ResMed HumidX™ (3 Pack),"3 pack of HumidX capsules for use with AirMini™ compatible AirFit™ nasal and nasal pillows mask systems. Each one provides waterless humidification when used with a ResMed AirMini CPAP machine.
HumidX are small heat and moisture exchangers (HME) designed to provide you with a comfortable experience at home or on holiday.You can use HumidX in almost any climate or sleep environment.When you exhale, heat and moisture is stored within the HME's tiny paper ridges. When you inhale, this heat and moisture is released to humidify the air you breathe in.Each pack contains 3 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",35,Home > Sleep Apnea > CPAP Accessories > Humidifiers > ResMed HumidX™ (3 Pack),https://shop.resmed.com.au/resmed-humidx-3-pack/,False,3.3,3
Sleep Apnea,SKU:63564,ResMed AirFit™ N20 Mask Magnet Clips (2 Pack),"Replacement magnetic headgear clips in blue for ResMed AirFit N20 CPAP Mask. Pack of 2
",10,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ N20 Mask Magnet Clips (2 Pack),https://shop.resmed.com.au/resmed-airfit-n20-mask-magnet-clips-2-pack/,False,4.4,15
Sleep Apnea,SKU:61530,ResMed Swift™ FX Mask Soft Wraps,"Minimise rubbing and soreness with these soft fabric wraps.
To reduce irritation and discomfort, wrap your Swift FX mask headgear with these soft fabric wraps. ",20,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Soft Wraps,https://shop.resmed.com.au/resmed-swift-fx-soft-wraps/,False,3.7,6
Sleep Apnea,,ResMed AirFit™ N20 Mask Headgear,"Replacement headgear for AirFit N20 nasal mask. Available in Small, Standard and Large sizes.
The replacement headgear for the AirFit N20 is made with SoftEdge fabric that offers a comfortable fit and stability. ",65,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n20-mask-headgear/,False,4.3,19
Sleep Apnea,SKU:61543,ResMed Swift™ FX for Her Mask Headgear Assembly,"Replacement Headgear Assembly for ResMed Swift FX Bella (For Her series) Nasal Pillows Mask.
Replacement Swift FX For Her headgear loops that wrap easily and gently around your ears, the Bella is simple to wear and easy to adjust. ",110,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX for Her Mask Headgear Assembly,https://shop.resmed.com.au/resmed-swift-fx-for-her-headgear-assembly/,False,0,0
Sleep Apnea,,ResMed Quattro™ Air Full Face Mask,"Drift off to a great night's sleep with this full face mask. Made up of just 4 parts, it's easy to use and assemble. Comes complete with mask, frame and headgear.
Drift off to a great night's sleep with this full face mask. Made up of just 4 parts, it’s easy to use and assemble.The cushion reduces pressure on your face while providing you with a comfortable therapy experience.Comfortable The patented SpringAir cushion features dual walls designed for a comfortable, gentle fit that's also snug.SimpleWith only 4 parts, the Quattro Air is easy to assemble and clean.Quiet Circular diffused vents quietly direct air away from you and your and bed partner.Quattro Air GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed Quattro™ Air Full Face Mask,https://shop.resmed.com.au/resmed-quattro-air-full-face-mask/,False,2.7,3
Sleep Apnea,,ResMed Mirage FX Frame,"Replacement frame
Mirage FX frame combines the perfect balance of lightweight comfort, premium performance and simplicity. Adding to that, the ultra-flexible forehead support reduces contact with your skin.",49,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Mirage FX Frame,https://shop.resmed.com.au/resmed-mirage-fx-frame/,False,4.2,4
Sleep Apnea,,ResMed Mirage™ FX Nasal Mask For Her,"This mask is built for your convenience. Made up of just 4 parts, it's easy to use, clean and reassemble. The Mirage FX is engineered to deliver maximum comfort while you sleep.
ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",219,Home > Sleep Apnea > CPAP Masks > Nasal Masks > ResMed Mirage™ FX Nasal Mask For Her,https://shop.resmed.com.au/resmed-mirage-fx-nasal-mask-for-her/,False,5,1
Sleep Apnea,SKU:16565,ResMed Mirage™ Micro and Ultra Mirage™ Nasal Mask Swivel,"This is a replacement swivel for your Mirage Micro nasal mask.
",15,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage™ Micro and Ultra Mirage™ Nasal Mask Swivel,https://shop.resmed.com.au/resmed-mirage-micro-and-ultra-mirage-nasal-cpap-mask-swivel/,False,0,0
Sleep Apnea,,ResMed Quattro™ Air Full Face Mask for Her,"Drift off to a great night's sleep with this full face mask. Made up of just 4 parts, it's easy to use and assemble. Comes complete with mask, frame and headgear. Available in smaller sizes and stylish pink ""For Her""
Drift off to a great night's sleep with this full face mask. Made up of just 4 parts, it’s easy to use and assemble.The cushion reduces pressure on your face while providing you with a comfortable therapy experience.Comfortable The patented SpringAir cushion features dual walls designed for a comfortable, gentle fit that's also snug.SimpleWith only 4 parts, the Quattro Air is easy to assemble and clean.Quiet Circular diffused vents quietly direct air away from you and your and bed partner.Quattro Air for Her GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed Quattro™ Air Full Face Mask for Her,https://shop.resmed.com.au/resmed-quattro-air-full-face-cpap-mask/,False,3,2
Sleep Apnea,,ResMed Mirage Quattro™ Full Face Mask,"This full face mask covers your nose and mouth, providing you with effective therapy even if you breathe through your mouth. Comes complete with mask, frame and headgear.
This full face mask covers your nose and mouth, providing you with effective therapy even if you breathe through your mouth. The mask has features that enable you to continue to breathe fresh air.Flexible Proven Mirage™ dual-wall cushion with Spring Air™ technology lets you move around while you're asleep.Easy to adjust The unique MicroFit dial lets you easily adjust the forehead support to find the fit that best suits your needs.Easy to use Set-it-and-forget-it headgear clips and slots save optimal fitting settings and allow for quick headgear removal.Mirage Quattro GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",249,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed Mirage Quattro™ Full Face Mask,https://shop.resmed.com.au/resmed-mirage-quattro-full-face-cpap-mask/,False,4.5,6
Sleep Apnea,,ResMed Mirage™ FX Nasal Mask,"This mask is built for your convenience. Made up of just 4 parts, it's easy to use, clean and reassemble. The Mirage FX is engineered to deliver maximum comfort while you sleep.
This mask is built for your convenience. Made up of just 4 parts, it’s easy to use, clean and reassemble. The Mirage FX is engineered to deliver maximum comfort while you sleep. Also available  in stylish pink that comes in a smaller size.Freedom to moveThe quick-release elbow detaches from your device without the need to remove the mask, allowing you to freely move in and out of bed and easily reconnect to your device as needed.Freedom to seeThe slender, lightweight frame provides an open field of vision without sacrificing mask stability. Flexible SoftEdge™ headgear is flexible and breathable, helping to improve your level of comfort and mask support.Mirage FX GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",219,Home > Sleep Apnea > CPAP Masks > Nasal Masks > ResMed Mirage™ FX Nasal Mask,https://shop.resmed.com.au/resmed-mirage-fx-nasal-mask/,False,4,4
